awayTeam,awayTeamKit,competition,date,endPeriod1,endPeriod2,homeTeam,homeTeamKit,homeTeamStartLeft,id,period1,period2,season,stadium,startPeriod1,startPeriod2,videos,week
"{'id': '426', 'name': 'Athletico Paranaense', 'shortName': 'APR'}","{'name': 'Home', 'primaryColor': '#b0000b', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#b0000b'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-05T00:30:00,3161.595,6244.611,"{'id': '441', 'name': 'Palmeiras', 'shortName': 'PAL'}","{'name': 'Home', 'primaryColor': '#006437', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#006437'}",False,12815,51.72395,51.06994999999999,2023,"{'id': '369', 'name': 'Allianz Parque', 'pitchLength': 105.0, 'pitchWidth': 68.0}",58.158,3180.414,"{'fps': 29.97, 'id': '14184', 'videoUrl': 'epitome-staging.pff.com/en/film_room/4e4b66ba-ee86-43e2-ba3b-d4ae52061227'}",32
"{'id': '434', 'name': 'Cuiabá', 'shortName': 'CUI'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#339900', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#339900'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-09T23:00:00,3096.43,6393.493,"{'id': '517', 'name': 'Bahia', 'shortName': 'BAH'}","{'name': 'Away', 'primaryColor': '#4169E1', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ff0000', 'secondaryTextColor': '#4169E1'}",True,12816,50.20521666666666,53.77543333333334,2023,"{'id': '366', 'name': 'Itaipava Arena Fonte Nova', 'pitchLength': 105.0, 'pitchWidth': 68.0}",84.117,3166.967,"{'fps': 29.97, 'id': '14307', 'videoUrl': 'epitome-staging.pff.com/en/film_room/99daab9d-3434-473f-81c9-26869a26dac7'}",33
"{'id': '441', 'name': 'Palmeiras', 'shortName': 'PAL'}","{'name': '2023 Alt', 'primaryColor': '#eaf50d', 'primaryTextColor': '#22604e', 'secondaryColor': '#22604e', 'secondaryTextColor': '#eaf50d'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-09T00:30:00,2960.594,6002.236,"{'id': '435', 'name': 'Flamengo', 'shortName': 'FLA'}","{'name': 'Home', 'primaryColor': '#c22a1e', 'primaryTextColor': '#000000', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#c22a1e'}",True,12817,48.02803333333334,49.80425,2023,"{'id': '364', 'name': 'Maracanã', 'pitchLength': 105.0, 'pitchWidth': 68.0}",78.912,3013.981,"{'fps': 29.97, 'id': '14284', 'videoUrl': 'epitome-staging.pff.com/en/film_room/bd41931f-01c6-4878-a15c-232d69b369be'}",33
"{'id': '516', 'name': 'Vasco da Gama', 'shortName': 'VDG'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#ff0000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-22T22:00:00,3328.562,6464.464,"{'id': '514', 'name': 'Cruzeiro', 'shortName': 'CRZ'}","{'name': 'Away', 'primaryColor': '#0000CD', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#0000CD'}",False,12818,54.13636666666666,50.90701666666666,2023,"{'id': '349', 'name': 'Mineirao', 'pitchLength': 105.0, 'pitchWidth': 68.0}",80.38,3410.043,"{'fps': 29.97, 'id': '14574', 'videoUrl': 'epitome-staging.pff.com/en/film_room/c686ef96-db59-4992-a2e8-36694d1ad163'}",32
"{'id': '436', 'name': 'Fluminense FC', 'shortName': 'FMN'}","{'name': '2023 Alt', 'primaryColor': '#365967', 'primaryTextColor': '#eb52e8', 'secondaryColor': '#eb52e8', 'secondaryTextColor': '#365967'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-08T22:00:00,2961.21,6025.384,"{'id': '439', 'name': 'Internacional', 'shortName': 'INL'}","{'name': 'Home', 'primaryColor': '#c20c18', 'primaryTextColor': '#f8f0e3', 'secondaryColor': '#f8f0e3', 'secondaryTextColor': '#c20c18'}",False,12819,48.53343333333333,50.08161666666667,2023,"{'id': '360', 'name': 'Estadio Beira-Rio', 'pitchLength': 105.0, 'pitchWidth': 68.0}",49.204,3020.487,"{'fps': 29.97, 'id': '14279', 'videoUrl': 'epitome-staging.pff.com/en/film_room/b27b5937-df4a-4c45-bb5b-90221d57d232'}",33
"{'id': '433', 'name': 'Coritiba', 'shortName': 'CTB'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#04690f', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-08T22:00:00,2859.993,5681.081,"{'id': '425', 'name': 'América Mineiro', 'shortName': 'AMM'}","{'name': 'Home', 'primaryColor': '#000000', 'primaryTextColor': '#00f000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",False,12820,46.90635,46.39695,2023,"{'id': '348', 'name': 'Estádio Raimundo Sampaio', 'pitchLength': 105.0, 'pitchWidth': 68.0}",45.612,2897.264,"{'fps': 29.97, 'id': '14281', 'videoUrl': 'epitome-staging.pff.com/en/film_room/57fad5e8-727e-460c-9780-6d1ff821154b'}",33
"{'id': '443', 'name': 'Santos FC', 'shortName': 'STS'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#FFFF00'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-09T22:00:00,2953.187,6187.454,"{'id': '438', 'name': 'Goiás', 'shortName': 'GOI'}","{'name': 'Home', 'primaryColor': '#005e4f', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#005e4f'}",False,12821,47.820616666666666,52.96796666666666,2023,"{'id': '375', 'name': 'Estádio de Hailé Pinheiro', 'pitchLength': 105.0, 'pitchWidth': 68.0}",83.95,3009.376,"{'fps': 29.97, 'id': '14298', 'videoUrl': 'epitome-staging.pff.com/en/film_room/657eb580-af44-4b97-b1e0-2ae25dc552ed'}",33
"{'id': '437', 'name': 'Fortaleza', 'shortName': 'FRT'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#e31d1a', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#0d5aa5'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-08T23:00:00,2888.989,6009.443,"{'id': '426', 'name': 'Athletico Paranaense', 'shortName': 'APR'}","{'name': 'Home', 'primaryColor': '#b0000b', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#b0000b'}",False,12822,47.12101666666667,50.91203333333333,2023,"{'id': '352', 'name': 'Arena da Baixada', 'pitchLength': 105.0, 'pitchWidth': 68.0}",61.728,2954.721,"{'fps': 29.97, 'id': '14286', 'videoUrl': 'epitome-staging.pff.com/en/film_room/4f239968-5222-431f-9730-8c894c2b5ac7'}",33
"{'id': '428', 'name': 'Atlético Mineiro', 'shortName': 'ATM'}","{'name': 'Alt', 'primaryColor': '#000000', 'primaryTextColor': '#ff0000', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-09T22:00:00,2980.18,6116.717,"{'id': '432', 'name': 'Corinthians', 'shortName': 'COR'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",True,12823,48.01245,50.93426666666666,2023,"{'id': '368', 'name': 'Arena Corinthians', 'pitchLength': 105.0, 'pitchWidth': 68.0}",99.433,3060.661,"{'fps': 29.97, 'id': '14299', 'videoUrl': 'epitome-staging.pff.com/en/film_room/a9043a24-93f7-4e17-b8ba-0098cf2d5842'}",33
"{'id': '515', 'name': 'Grêmio', 'shortName': 'GRM'}","{'name': 'Home', 'primaryColor': '#1E90FF', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-09T23:00:00,3125.292,6254.854,"{'id': '430', 'name': 'Botafogo', 'shortName': 'BOT'}","{'name': 'Home', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",True,12824,50.96541666666666,50.89866666666667,2023,"{'id': '363', 'name': 'Estádio Olímpico Nilton Santos', 'pitchLength': 105.0, 'pitchWidth': 68.0}",67.367,3200.934,"{'fps': 29.97, 'id': '14308', 'videoUrl': 'epitome-staging.pff.com/en/film_room/b8305aae-b960-4cd2-8cf3-ba6f37ba1e83'}",33
"{'id': '442', 'name': 'Red Bull Bragantino', 'shortName': 'RBB'}","{'name': 'Away', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-08T23:00:00,2962.596,6409.91,"{'id': '444', 'name': 'São Paulo FC', 'shortName': 'SAO'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#ff0000', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}",True,12825,47.8929,56.00711666666666,2023,"{'id': '370', 'name': 'Estadio do Morumbi', 'pitchLength': 105.0, 'pitchWidth': 68.0}",89.022,3049.483,"{'fps': 29.97, 'id': '14282', 'videoUrl': 'epitome-staging.pff.com/en/film_room/bb909ca4-b45d-430f-83b6-3b5002718825'}",33
"{'id': '444', 'name': 'São Paulo FC', 'shortName': 'SAO'}","{'name': 'Away', 'primaryColor': '#ff0000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-12T21:30:00,2893.594,5898.232,"{'id': '443', 'name': 'Santos FC', 'shortName': 'STS'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",True,12826,48.168733333333336,49.78201666666666,2023,"{'id': '367', 'name': 'Estadio Urbano Caldeira', 'pitchLength': 105.0, 'pitchWidth': 68.0}",3.47,2911.311,"{'fps': 29.97, 'id': '14508', 'videoUrl': 'epitome-staging.pff.com/en/film_room/0f275135-572c-4bc1-93aa-bf4ef1200fc8'}",34
"{'id': '425', 'name': 'América Mineiro', 'shortName': 'AMM'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#008000', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#00f000'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-12T21:30:00,2977.411,6124.491,"{'id': '516', 'name': 'Vasco da Gama', 'shortName': 'VDG'}","{'name': 'Home', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}",True,12827,49.58625,52.23611666666667,2023,"{'id': '365', 'name': 'Estádio São Januário', 'pitchLength': 105.0, 'pitchWidth': 68.0}",2.236,2990.324,"{'fps': 29.97, 'id': '14510', 'videoUrl': 'epitome-staging.pff.com/en/film_room/d046efb7-cf46-4eaf-a44a-3b749fd6c139'}",34
"{'id': '436', 'name': 'Fluminense FC', 'shortName': 'FMN'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#870a28', 'secondaryColor': '#870a28', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-11T21:30:00,2989.323,6294.661,"{'id': '435', 'name': 'Flamengo', 'shortName': 'FLA'}","{'name': 'Home', 'primaryColor': '#c22a1e', 'primaryTextColor': '#000000', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#c22a1e'}",True,12828,49.76476666666667,54.96663333333333,2023,"{'id': '364', 'name': 'Maracanã', 'pitchLength': 105.0, 'pitchWidth': 68.0}",3.437,2996.663,"{'fps': 29.97, 'id': '14418', 'videoUrl': 'epitome-staging.pff.com/en/film_room/3c1361ba-9ab5-47cc-b996-03538b567b53'}",34
"{'id': '514', 'name': 'Cruzeiro', 'shortName': 'CRZ'}","{'name': 'Away', 'primaryColor': '#0000CD', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#0000CD'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-11T19:00:00,3189.289,6332.185,"{'id': '433', 'name': 'Coritiba', 'shortName': 'CTB'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#04690f', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",False,12829,51.84851666666667,51.99398333333334,2023,"{'id': '353', 'name': 'Estadio Couto Pereira', 'pitchLength': 109.0, 'pitchWidth': 72.0}",78.378,3212.546,"{'fps': 29.97, 'id': '14415', 'videoUrl': 'epitome-staging.pff.com/en/film_room/33ce28eb-fda2-47a6-80f1-3401f6718970'}",34
"{'id': '438', 'name': 'Goiás', 'shortName': 'GOI'}","{'name': 'Home', 'primaryColor': '#005e4f', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#005e4f'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-12T21:30:00,2943.343,6102.903,"{'id': '428', 'name': 'Atlético Mineiro', 'shortName': 'ATM'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}",False,12830,48.9773,52.270050000000005,2023,"{'id': '349', 'name': 'Mineirao', 'pitchLength': 105.0, 'pitchWidth': 68.0}",4.705,2966.7,"{'fps': 29.97, 'id': '14511', 'videoUrl': 'epitome-staging.pff.com/en/film_room/53e20d9b-02a4-4060-959f-677cf698dbb5'}",34
"{'id': '430', 'name': 'Botafogo', 'shortName': 'BOT'}","{'name': 'Home', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-12T19:00:00,3300.934,6707.274,"{'id': '442', 'name': 'Red Bull Bragantino', 'shortName': 'RBB'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#ff0000', 'secondaryColor': '#ff0000', 'secondaryTextColor': '#ffffff'}",True,12831,54.96885,56.43588333333334,2023,"{'id': '376', 'name': 'Estádio Nabi Abi Chedid', 'pitchLength': 110.0, 'pitchWidth': 68.0}",2.803,3321.121,"{'fps': 29.97, 'id': '14502', 'videoUrl': 'epitome-staging.pff.com/en/film_room/d68f6ae3-513d-44e2-87e2-1be654aeb91a'}",34
"{'id': '439', 'name': 'Internacional', 'shortName': 'INL'}","{'name': 'Away Alt', 'primaryColor': '#ffffff', 'primaryTextColor': '#c20c18', 'secondaryColor': '#c20c18', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-12T00:00:00,2946.78,5904.104,"{'id': '441', 'name': 'Palmeiras', 'shortName': 'PAL'}","{'name': 'Home', 'primaryColor': '#006437', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#006437'}",False,12832,48.9762,48.77766666666667,2023,"{'id': '369', 'name': 'Allianz Parque', 'pitchLength': 105.0, 'pitchWidth': 68.0}",8.208,2977.444,"{'fps': 29.97, 'id': '14421', 'videoUrl': 'epitome-staging.pff.com/en/film_room/ab4298e0-79f8-4658-9f0d-2e53829eb628'}",34
"{'id': '432', 'name': 'Corinthians', 'shortName': 'COR'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-12T19:00:00,3009.243,6387.888,"{'id': '515', 'name': 'Grêmio', 'shortName': 'GRM'}","{'name': 'Home', 'primaryColor': '#1E90FF', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}",True,12833,50.0534,56.03215,2023,"{'id': '359', 'name': 'Arena do Grêmio', 'pitchLength': 105.0, 'pitchWidth': 68.0}",6.039,3025.959,"{'fps': 29.97, 'id': '14503', 'videoUrl': 'epitome-staging.pff.com/en/film_room/c92a5900-b05f-49cf-aac8-2ecb284c5be3'}",34
"{'id': '426', 'name': 'Athletico Paranaense', 'shortName': 'APR'}","{'name': 'Home', 'primaryColor': '#b0000b', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#b0000b'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-12T21:30:00,2988.388,6206.106,"{'id': '517', 'name': 'Bahia', 'shortName': 'BAH'}","{'name': 'Away', 'primaryColor': '#4169E1', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ff0000', 'secondaryTextColor': '#4169E1'}",False,12834,49.73918333333334,53.50238333333333,2023,"{'id': '366', 'name': 'Itaipava Arena Fonte Nova', 'pitchLength': 105.0, 'pitchWidth': 68.0}",4.037,2995.963,"{'fps': 29.97, 'id': '14512', 'videoUrl': 'epitome-staging.pff.com/en/film_room/27bf8e87-aea6-45f2-97ff-30cf4ed9e711'}",34
"{'id': '437', 'name': 'Fortaleza', 'shortName': 'FRT'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#e31d1a', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#0d5aa5'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-12T21:30:00,3056.957,6233.154,"{'id': '434', 'name': 'Cuiabá', 'shortName': 'CUI'}","{'name': 'Home', 'primaryColor': '#ffff00', 'primaryTextColor': '#339900', 'secondaryColor': '#339900', 'secondaryTextColor': '#ffff00'}",False,12835,50.88421666666667,52.71195000000001,2023,"{'id': '351', 'name': 'Arena Pantanal', 'pitchLength': 105.0, 'pitchWidth': 68.0}",3.904,3070.437,"{'fps': 29.97, 'id': '14515', 'videoUrl': 'epitome-staging.pff.com/en/film_room/26eb83f3-fccb-420a-8e63-2e80a0c5fed9'}",34
"{'id': '514', 'name': 'Cruzeiro', 'shortName': 'CRZ'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#0000CD', 'secondaryColor': '#0000CD', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-28T00:00:00,3041.775,6250.684,"{'id': '438', 'name': 'Goiás', 'shortName': 'GOI'}","{'name': 'Home', 'primaryColor': '#005e4f', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#005e4f'}",False,12836,48.9634,52.78723333333334,2023,"{'id': '375', 'name': 'Estádio de Hailé Pinheiro', 'pitchLength': 105.0, 'pitchWidth': 68.0}",103.971,3083.45,"{'fps': 29.97, 'id': '14780', 'videoUrl': 'epitome-staging.pff.com/en/film_room/66ebea2f-e35b-4571-b5c1-375f1217345b'}",35
"{'id': '435', 'name': 'Flamengo', 'shortName': 'FLA'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#c22a1e', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-26T21:30:00,3025.826,6050.017,"{'id': '425', 'name': 'América Mineiro', 'shortName': 'AMM'}","{'name': 'Home', 'primaryColor': '#000000', 'primaryTextColor': '#00f000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",False,12837,48.92281666666667,49.658,2023,"{'id': '348', 'name': 'Estádio Raimundo Sampaio', 'pitchLength': 105.0, 'pitchWidth': 68.0}",90.457,3070.537,"{'fps': 29.97, 'id': '14730', 'videoUrl': 'epitome-staging.pff.com/en/film_room/62cab9e8-6a83-4896-83f6-5fc2fb18bce9'}",35
"{'id': '434', 'name': 'Cuiabá', 'shortName': 'CUI'}","{'name': 'Home', 'primaryColor': '#ffff00', 'primaryTextColor': '#339900', 'secondaryColor': '#339900', 'secondaryTextColor': '#ffff00'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-26T21:30:00,2857.691,5860.594,"{'id': '444', 'name': 'São Paulo FC', 'shortName': 'SAO'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#ff0000', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}",True,12838,46.07996666666666,48.88,2023,"{'id': '370', 'name': 'Estadio do Morumbi', 'pitchLength': 105.0, 'pitchWidth': 68.0}",92.893,2927.794,"{'fps': 29.97, 'id': '14731', 'videoUrl': 'epitome-staging.pff.com/en/film_room/cd6db18b-b97b-48fe-b88a-e8405558dc40'}",35
"{'id': '516', 'name': 'Vasco da Gama', 'shortName': 'VDG'}","{'name': 'Home', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-25T22:30:00,3039.673,6189.056,"{'id': '426', 'name': 'Athletico Paranaense', 'shortName': 'APR'}","{'name': 'Home', 'primaryColor': '#b0000b', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#b0000b'}",False,12839,49.42943333333333,51.540433333333326,2023,"{'id': '352', 'name': 'Arena da Baixada', 'pitchLength': 105.0, 'pitchWidth': 68.0}",73.907,3096.63,"{'fps': 29.97, 'id': '14677', 'videoUrl': 'epitome-staging.pff.com/en/film_room/39fad70a-47a6-4887-a86c-cc4841f143ff'}",35
"{'id': '442', 'name': 'Red Bull Bragantino', 'shortName': 'RBB'}","{'name': 'Away', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-26T21:30:00,3175.642,6355.155,"{'id': '439', 'name': 'Internacional', 'shortName': 'INL'}","{'name': 'Home', 'primaryColor': '#c20c18', 'primaryTextColor': '#f8f0e3', 'secondaryColor': '#f8f0e3', 'secondaryTextColor': '#c20c18'}",True,12840,51.78345,51.88131666666666,2023,"{'id': '360', 'name': 'Estadio Beira-Rio', 'pitchLength': 105.0, 'pitchWidth': 68.0}",68.635,3242.276,"{'fps': 29.97, 'id': '14732', 'videoUrl': 'epitome-staging.pff.com/en/film_room/b8d0db12-ecc3-4f4f-bbe0-5534ccf89cbd'}",35
"{'id': '433', 'name': 'Coritiba', 'shortName': 'CTB'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#04690f', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-26T00:00:00,2974.241,6083.617,"{'id': '436', 'name': 'Fluminense FC', 'shortName': 'FMN'}","{'name': 'Home', 'primaryColor': '#870a28', 'primaryTextColor': '#ffffff', 'secondaryColor': '#00613c', 'secondaryTextColor': '#ffffff'}",False,12841,48.259366666666665,50.92315,2023,"{'id': '364', 'name': 'Maracanã', 'pitchLength': 105.0, 'pitchWidth': 68.0}",78.679,3028.228,"{'fps': 29.97, 'id': '14680', 'videoUrl': 'epitome-staging.pff.com/en/film_room/45ffb38a-190b-427e-97d6-1eb781a3fde1'}",35
"{'id': '515', 'name': 'Grêmio', 'shortName': 'GRM'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-26T19:00:00,3092.759,6066.366,"{'id': '428', 'name': 'Atlético Mineiro', 'shortName': 'ATM'}","{'name': 'Home', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",False,12842,50.07285,48.471250000000005,2023,"{'id': '349', 'name': 'Mineirao', 'pitchLength': 105.0, 'pitchWidth': 68.0}",88.388,3158.091,"{'fps': 29.97, 'id': '14723', 'videoUrl': 'epitome-staging.pff.com/en/film_room/8ecf5323-d000-4c7f-91c6-e26ffe19e610'}",35
"{'id': '517', 'name': 'Bahia', 'shortName': 'BAH'}","{'name': 'Away', 'primaryColor': '#4169E1', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ff0000', 'secondaryTextColor': '#4169E1'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-25T00:00:00,3215.249,6189.022,"{'id': '432', 'name': 'Corinthians', 'shortName': 'COR'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",True,12843,51.93971666666666,49.29818333333333,2023,"{'id': '368', 'name': 'Arena Corinthians', 'pitchLength': 105.0, 'pitchWidth': 68.0}",98.866,3231.131,"{'fps': 29.97, 'id': '14615', 'videoUrl': 'epitome-staging.pff.com/en/film_room/dbf15827-4188-44a1-bd42-9bce614bfa4f'}",35
"{'id': '441', 'name': 'Palmeiras', 'shortName': 'PAL'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#006437', 'secondaryColor': '#006437', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-26T21:30:00,2885.719,6077.077,"{'id': '437', 'name': 'Fortaleza', 'shortName': 'FRT'}","{'name': 'Home', 'primaryColor': '#0d5aa5', 'primaryTextColor': '#ffffff', 'secondaryColor': '#e31d1a', 'secondaryTextColor': '#ffffff'}",True,12844,48.02746666666667,52.96796666666668,2023,"{'id': '355', 'name': 'Arena Castelao', 'pitchLength': 105.0, 'pitchWidth': 68.0}",4.071,2898.999,"{'fps': 29.97, 'id': '14733', 'videoUrl': 'epitome-staging.pff.com/en/film_room/2f18402d-0adc-43d2-a7a9-708f7f7c814f'}",35
"{'id': '443', 'name': 'Santos FC', 'shortName': 'STS'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#FFFF00'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-26T19:00:00,2925.259,6044.611,"{'id': '430', 'name': 'Botafogo', 'shortName': 'BOT'}","{'name': 'Home', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",False,12845,47.80615,50.912016666666666,2023,"{'id': '363', 'name': 'Estádio Olímpico Nilton Santos', 'pitchLength': 105.0, 'pitchWidth': 68.0}",56.89,2989.89,"{'fps': 29.97, 'id': '14724', 'videoUrl': 'epitome-staging.pff.com/en/film_room/6b753bd5-7398-406d-bd53-0b2314f2ef8a'}",35
"{'id': '438', 'name': 'Goiás', 'shortName': 'GOI'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#005e4f', 'secondaryColor': '#005e4f', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-11-30T22:00:00,3154.555,6289.189,"{'id': '515', 'name': 'Grêmio', 'shortName': 'GRM'}","{'name': 'Alt', 'primaryColor': '#000000', 'primaryTextColor': '#1E90FF', 'secondaryColor': '#1E90FF', 'secondaryTextColor': '#000000'}",False,12846,51.33468333333333,51.47201666666668,2023,"{'id': '359', 'name': 'Arena do Grêmio', 'pitchLength': 105.0, 'pitchWidth': 68.0}",74.474,3200.868,"{'fps': 29.97, 'id': '14899', 'videoUrl': 'epitome-staging.pff.com/en/film_room/78c4ee91-772a-48df-a412-5c383ea2fc25'}",36
